code,name,unit,sector,source,subsource,gas,year,value
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,1990,1.58536
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,1991,1.7433
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,1992,1.13538
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,1993,1.29332
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,1994,0.7897
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,1995,0.9834
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,1996,0.84036
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,1997,1.0728
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,1998,0.9089
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,1999,0.82248
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2000,0.76586
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2001,0.9089
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2002,0.94764
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2003,0.73904
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2004,1.00724
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2005,0.95956
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2006,0.86122
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2007,0.42316
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2008,1.03108
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2009,0.7599
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2010,0.9387
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2011,1.00395082575933
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2012,1.06920165151866
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2013,1.13445247727799
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2014,1.19970330303733
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2015,1.26495412879666
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2016,1.26780693608641
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2017,1.27065974337616
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2018,1.27351255066591
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2019,1.27636535795566
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2020,1.27921816524541
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2021,1.28350581311085
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2022,1.28779346097629
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2023,1.29208110884173
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2024,1.29636875670717
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2025,1.30065640457261
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2026,1.30440534238426
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2027,1.3081542801959
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2028,1.31190321800754
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2029,1.31565215581919
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2030,1.31940109363083
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2031,1.32203937074915
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2032,1.32467764786746
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2033,1.32731592498578
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2034,1.3299542021041
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2035,1.33259247922242
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2036,1.33415677232951
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2037,1.3357210654366
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2038,1.33728535854369
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2039,1.33884965165078
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2040,1.34041394475787
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2041,1.34154144380656
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2042,1.34266894285525
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2043,1.34379644190393
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2044,1.34492394095262
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2045,1.34605144000131
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2046,1.34658715598414
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2047,1.34712287196697
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2048,1.3476585879498
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2049,1.34819430393263
MDA,Moldova,MtCO2eq,Agriculture,AgSoils,,N2O,2050,1.34873001991547
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,1990,2.18375
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,1991,2.03025
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,1992,1.99425
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,1993,1.87475
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,1994,1.8305
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,1995,1.62
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,1996,1.49075
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,1997,1.28025
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,1998,1.24725
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,1999,1.1535
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2000,1.08475
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2001,1.10425
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2002,1.127
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2003,1.033
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2004,0.958
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2005,0.92675
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2006,0.8965
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2007,0.72475
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2008,0.69025
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2009,0.7175
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2010,0.71225
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2011,0.695302763899391
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2012,0.678355527798783
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2013,0.661408291698174
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2014,0.644461055597566
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2015,0.627513819496957
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2016,0.626314354454529
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2017,0.6251148894121
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2018,0.623915424369672
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2019,0.622715959327243
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2020,0.621516494284815
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2021,0.619323375500923
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2022,0.617130256717032
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2023,0.614937137933141
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2024,0.612744019149249
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2025,0.610550900365358
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2026,0.607475047079347
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2027,0.604399193793336
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2028,0.601323340507325
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2029,0.598247487221314
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2030,0.595171633935303
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2031,0.591506776858339
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2032,0.587841919781374
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2033,0.584177062704409
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2034,0.580512205627444
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2035,0.576847348550479
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2036,0.572587884909267
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2037,0.568328421268055
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2038,0.564068957626843
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2039,0.559809493985631
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2040,0.55555003034442
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2041,0.551204545743096
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2042,0.546859061141773
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2043,0.54251357654045
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2044,0.538168091939127
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2045,0.533822607337804
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2046,0.529466556247702
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2047,0.5251105051576
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2048,0.520754454067498
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2049,0.516398402977396
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2050,0.512042351887294
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,1990,0.3035
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,1991,0.272
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,1992,0.25175
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,1993,0.2005
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,1994,0.19825
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,1995,0.15675
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,1996,0.14475
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,1997,0.12475
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,1998,0.119
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,1999,0.10725
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,2000,0.08575
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,2001,0.088
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,2002,0.087
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,2003,0.07975
MDA,Moldova,MtCO2eq,Agriculture,Livestock,Manure,CH4,2004,0.074
